anime_id,name,genre,type,episodes,rating,members,episode_bins
4062,musashinoken,"shounen, sports",tv,72.0,7.4,971,51-100
5597,natsunoarashi,"comedy, romance, supernatural",tv,13.0,7.4,30098,13-24
12467,nazonokanojox,"ecchi, romance, school, seinen",tv,13.0,7.4,99788,13-24
10928,nogizakaharukanohimitsufinale,"comedy, romance",ova,4.0,7.4,20660,2-12
4114,onegaimymelodykurukurushuffle,"comedy, fantasy, magic",tv,52.0,7.4,1962,51-100
1526,pokemonadvancedgenerationmewtohadounoyuushalucario,"action, adventure, drama, fantasy, kids",movie,1.0,7.4,46887,1
4921,ramayanathelegendofprincerama,adventure,movie,1.0,7.4,517,1
2111,rockmanexemoviehikaritoyaminoprogram,"action, adventure, game, kids",movie,1.0,7.4,2562,1
15963,seitokainoichizonlv2watasuseitokai,"comedy, harem, parody, school",ova,1.0,7.4,11554,1
4063,sekirei,"action, comedy, ecchi, harem, super power",tv,12.0,7.4,182713,2-12
9355,sekireipureengagementkanwanidai,"comedy, ecchi, harem",special,1.0,7.4,26719,1
9793,senjounovalkyria3tagatamenojuusou,"action, fantasy, military",ova,2.0,7.4,9847,2-12
6380,tetsuwanbirdydecodethecipher,"action, comedy, sci-fi",ova,1.0,7.4,12944,1
3089,theskycrawlers,"drama, military",movie,1.0,7.4,32660,1
944,thethirdaoihitominoshoujo,"action, adventure, sci-fi, seinen",tv,24.0,7.4,14304,13-24
3457,vampireknight,"drama, mystery, romance, shoujo, supernatural, vampire",tv,13.0,7.4,286826,13-24
935,witchblade,"action, sci-fi, super power",tv,24.0,7.4,64697,13-24
14951,wonderfulrush,music,music,1.0,7.4,6807,1
92,afterwargundamx,"adventure, drama, mecha, sci-fi, space",tv,39.0,7.39,19132,25-50
713,airmovie,"drama, romance, supernatural",movie,1.0,7.39,44179,1
3006,atashinchi,"comedy, slice of life",tv,330.0,7.39,1524,100+
13931,bishoujosenshisailormoonsailorstarsheroclub,"adventure, comedy, drama, fantasy, magic, romance, shoujo",ova,3.0,7.39,4238,2-12
2675,doraemonmovie17nobitatogingaexpress,fantasy,movie,1.0,7.39,1342,1
2648,doraemon2112nendoraemontanjou,"comedy, fantasy, kids",movie,1.0,7.39,1277,1
2634,doraemondoraemoncomesback,"comedy, fantasy, kids, sci-fi, shounen",special,1.0,7.39,723,1
4726,druaganotoutheswordofuruk,"adventure, fantasy",tv,12.0,7.39,46237,2-12
27525,fatekaleidlinerprismaillya2weiherz,"action, comedy, fantasy, magic, slice of life",tv,10.0,7.39,42499,2-12
664,fullmetalalchemistreflections,"adventure, comedy, drama, fantasy, military, shounen",special,1.0,7.39,24987,1
3508,geniusparty,"action, dementia, fantasy, mecha, music, psychological, romance, sci-fi",movie,7.0,7.39,18612,2-12
6795,geniuspartybeyond,"dementia, fantasy, music, sci-fi",movie,5.0,7.39,10660,2-12
4639,gosenzosamabanbanzai,"comedy, sci-fi",ova,6.0,7.39,2095,2-12
386,h2,"comedy, romance, shounen, sports",tv,41.0,7.39,4450,25-50
1663,hahawotazunetesanzenri,"adventure, drama, historical, slice of life",tv,52.0,7.39,3685,51-100
3335,haikarasangatooru,"drama, historical, romance, shoujo, slice of life",tv,42.0,7.39,1155,25-50
13271,hunterxhuntermoviephantomrouge,"action, adventure, shounen, super power",movie,1.0,7.39,44589,1
6980,kaidanrestaurant,"horror, kids, mystery, supernatural",tv,23.0,7.39,9994,13-24
28623,koutetsujounokabaneri,"action, drama, fantasy, horror",tv,12.0,7.39,253027,2-12
8068,kuroshitsujipicturedrama,"demons, supernatural",special,1.0,7.39,12446,1
17247,machinedollwakizutsukanai,"action, ecchi, fantasy, school, seinen",tv,12.0,7.39,136751,2-12
30307,monstermusumenoirunichijou,"comedy, ecchi, fantasy, harem, romance, seinen",tv,12.0,7.39,181845,2-12
6512,nyankoi,"comedy, harem, romance",tv,12.0,7.39,142264,2-12
8423,ookikufurikabuttenatsunoscorebook,"comedy, sports",ova,2.0,7.39,2167,2-12
418,ranma½chuugokunekonrondaikessenokiteyaburinogekitouhen,"adventure, comedy, shounen",movie,1.0,7.39,13073,1
6713,ranma½nettouutagassen,"comedy, music",ova,2.0,7.39,3676,2-12
2486,rumikotakahashianthology,"comedy, drama, romance, shounen, slice of life, supernatural",tv,13.0,7.39,3420,13-24
1231,sabermarionettejtox,"action, adventure, comedy, harem, mecha, sci-fi",tv,26.0,7.39,8862,25-50
16694,sankareawagahaimozombiedearu,"comedy, ecchi, horror, romance, shounen, supernatural",special,1.0,7.39,36573,1
3861,shamankingspecials,"action, comedy, shounen, supernatural",special,5.0,7.39,12148,2-12
536,slayersthemotionpicture,"adventure, comedy, fantasy, magic, shounen",movie,1.0,7.39,16046,1
1147,tenchimuyouryououki3rdseasontenchiseirounaredonamitakashi,"action, comedy, harem, sci-fi, shounen, space",ova,1.0,7.39,6870,1
7861,theroseandwomenofversailles,"adventure, comedy, drama, historical, romance, shoujo",special,1.0,7.39,1628,1
807,tsubasachronicletorikagonokuninohimegimi,"action, adventure, drama, fantasy, shounen",movie,1.0,7.39,33633,1
306,abenobashimahoushoutengai,"comedy, ecchi, fantasy, parody",tv,13.0,7.38,47752,13-24
32977,aggressiveretsuko,"comedy, music",tv,,7.38,5465,
282,angelheart,"action, drama, mystery, romance, seinen",tv,50.0,7.38,9550,25-50
11697,areanokishi,"comedy, school, shounen, sports",tv,37.0,7.38,38310,25-50
104,ayashinoceres,"adventure, comedy, drama, horror, psychological, romance, shoujo, supernatural",tv,24.0,7.38,38336,13-24
24727,bakatotesttoshoukanjuunimahouhideyoshihideyoshi,"comedy, magic",special,1.0,7.38,9418,1
6948,bakemonogatarirecap,"mystery, romance, supernatural",special,1.0,7.38,28557,1
5675,basquash,"ecchi, mecha, shounen, sports",tv,26.0,7.38,30323,25-50
1521,blackjackthemovie,drama,movie,1.0,7.38,6404,1
8369,crayonshinchanmovie18choujikuuarashiwoyobuoranohanayome,"comedy, ecchi, kids, school, shounen, slice of life",movie,1.0,7.38,1139,1
2597,detectiveconanova07achallengefromagasaagasavsconanandthedetectiveboys,"adventure, comedy, mystery, police, shounen",ova,1.0,7.38,7627,1
2660,doraemonnobitasthenightbeforeawedding,fantasy,movie,1.0,7.38,983,1
1858,gakuenutopiamanabistraight,"comedy, school, slice of life",tv,12.0,7.38,19315,2-12
411,gunxsword,"action, adventure, drama, mecha, sci-fi, shounen",tv,26.0,7.38,45921,25-50
14645,hiironokakeradainishou,"fantasy, romance, shoujo, supernatural",tv,13.0,7.38,26617,13-24
9013,kurunekoseason2,"comedy, slice of life",tv,49.0,7.38,675,25-50
1374,kyoushokusoukouguyver2005,"adventure, sci-fi, shounen",tv,26.0,7.38,12337,25-50
1432,lupiniiifuumaichizokunoinbou,"action, adventure, comedy, shounen",movie,1.0,7.38,4018,1
3345,mikanenikki,"comedy, romance, shoujo, slice of life",tv,30.0,7.38,1096,25-50
2152,ohedorocket,"comedy, drama, fantasy, historical, sci-fi",tv,26.0,7.38,8221,25-50
7769,ookamisantoshichininnonakamatachi,"comedy, parody, romance",tv,12.0,7.38,145982,2-12
33190,planetarianhoshinohito,magic,movie,1.0,7.38,9461,1
10448,raintown,drama,ona,1.0,7.38,12489,1
10825,ranma½battlegaippai29ninnokorinaiyatsura,"comedy, martial arts, slice of life",ova,1.0,7.38,2242,1
4618,rideback,"action, drama, mecha, school, sci-fi",tv,12.0,7.38,32835,2-12
10884,sakiachigahenepisodeofsidea,"game, school, slice of life",tv,12.0,7.38,22358,2-12
4015,schoolrumblesangakki,"comedy, romance, school, shounen",ova,2.0,7.38,41898,2-12
4581,shikabanehimeaka,"action, horror, martial arts",tv,13.0,7.38,71502,13-24
152,soltyrei,"action, sci-fi, super power",tv,24.0,7.38,17943,13-24
75,soukyuunofafnerdeadaggressor,"action, drama, mecha, military, sci-fi",tv,25.0,7.38,27516,25-50
341,spiralsuirinokizuna,"drama, mystery, shounen",tv,25.0,7.38,36187,25-50
30344,theidolmstercinderellagirls2ndseason,"comedy, drama, music",tv,12.0,7.38,16736,2-12
3009,tigermask,"action, drama, shounen, sports",tv,105.0,7.38,4031,100+
3088,tokyomarblechocolate,"romance, slice of life",ova,2.0,7.38,15425,2-12
712,zoidsgenesis,"action, adventure, comedy, mecha, military",tv,50.0,7.38,9559,25-50
9117,amagamissova,"romance, school",ova,6.0,7.37,31010,2-12
1278,bishoujosenshisailormoonsupersgaidenamichannohatsukoi,"comedy, magic, romance, shoujo",special,1.0,7.37,15135,1
1674,captaintsubasaj,"action, shounen, sports",tv,47.0,7.37,13927,25-50
6149,chibimarukochan1995,"comedy, kids, school, slice of life",tv,,7.37,1113,
2813,chiisanaahirunoookinaainomonogatariahirunokwak,"adventure, comedy, drama, fantasy, kids",tv,52.0,7.37,3363,51-100
3627,dciissdacapoiisecondseason,"comedy, drama, fantasy, harem, romance",tv,13.0,7.37,20581,13-24
1369,detectiveconanova01conanvskidvsyaiba,"adventure, comedy, mystery, shounen",ova,1.0,7.37,10294,1
2515,detectiveconanova05thetargetiskogorothedetectiveboyssecretinvestigation,"adventure, comedy, mystery, police, shounen",ova,1.0,7.37,7666,1
1313,digimonadventure02,"action, adventure, comedy, drama, fantasy, kids",tv,50.0,7.37,120268,25-50
2670,doraemonmovie12nobitanodorabiannights,"adventure, comedy, fantasy, kids, shounen",movie,1.0,7.37,1833,1
381,fushigiyuugiova2,"adventure, drama, fantasy, historical, martial arts, romance, shoujo",ova,6.0,7.37,13508,2-12
654,galaxyangel3specials,"comedy, sci-fi",special,2.0,7.37,2574,2-12
655,galaxyangel4,"comedy, sci-fi",tv,13.0,7.37,5046,13-24
22013,ghostintheshellnyuumonarise,comedy,tv,26.0,7.37,4636,25-50
3485,ghostintheshellstandalonecomplex2ndgigtachikomanahibi,"comedy, mecha, sci-fi",special,26.0,7.37,14240,25-50
32740,girlsundpanzerderfilmarisuwar,"military, school",special,1.0,7.36,6548,1
11077,hellsingthedawn,"action, horror, seinen, supernatural, vampire",special,3.0,7.37,40548,2-12
31326,highschooldxdbornishibumiichieikanzenkanshuumousoubakuyoukaijooriginalvideo,"comedy, ecchi",special,6.0,7.37,18288,2-12
13357,highschooldxdspecials,"comedy, demons, ecchi, harem, romance, school",special,6.0,7.37,75439,2-12
10189,hunterxhunterpilot,"action, adventure, shounen, super power",ova,1.0,7.37,10375,1
19619,jewelpettwinklehohoeminonijinidokkidoki,"fantasy, magic, school, shoujo",special,1.0,7.37,555,1
15735,jormungandperfectorderfirststagesoushuuhen,"action, adventure, seinen",special,1.0,7.37,6522,1
8134,kerorogunsoumovie5tanjoukyuukyokukerorokisekinojikuujimadearimasu,comedy,movie,1.0,7.37,1577,1
21863,mangakasantoassistantsantotheanimation,"comedy, ecchi, harem, seinen, slice of life",tv,12.0,7.37,108642,2-12
24475,mangakasantoassistantsantotheanimationspecials,"comedy, ecchi, harem, seinen, slice of life",special,6.0,7.37,21564,2-12
2734,mazinkaisershitouankokudaishogun,"action, mecha",ova,1.0,7.37,2216,1
1969,mobilesuitzetagundamanewtranslationiiiloveisthepulseofthestars,"drama, mecha, military, sci-fi, space",movie,1.0,7.37,5705,1
8857,nichijounichijouno0wa,"comedy, school, slice of life",ova,1.0,7.37,37342,1
2020,onepiecenenmatsutokubetsukikakumugiwaranoluffyoyabuntorimonochou,"adventure, comedy, fantasy, shounen",special,1.0,7.37,18307,1
9888,shinryakuikamusumespecials,comedy,special,2.0,7.37,14497,2-12
4028,slayersrevolution,"adventure, comedy, fantasy",tv,13.0,7.37,23679,13-24
1965,sola,"drama, romance, slice of life, supernatural",tv,13.0,7.37,71172,13-24
8934,stardriverkagayakinotakuto,"action, mecha, romance, shounen",tv,25.0,7.37,66084,25-50
19021,takanashirikkakaichuunibyoudemokoigashitaimovie,"comedy, drama, romance, school, slice of life",movie,1.0,7.37,34272,1
10321,utanoprincesamamajilove1000,"comedy, harem, music, romance, school, shoujo",tv,13.0,7.37,105723,13-24
31178,utanoprincesamamajilovelegendstar,"comedy, harem, music, romance, shoujo",tv,13.0,7.37,12757,13-24
20359,yamadakunto7ninnomajo,"comedy, school, shounen, supernatural",ona,1.0,7.37,23937,1
975,yokohamakaidashikikou,"sci-fi, seinen, slice of life",ova,2.0,7.37,12389,2-12
9332,hackquantum,"action, adventure, fantasy, game, sci-fi",ova,3.0,7.36,26163,2-12
1347,bubblegumcrisis,"adventure, mecha, sci-fi, shounen",ova,8.0,7.36,17268,2-12
12293,campionematsurowanukamigamitokamigoroshinomaou,"comedy, ecchi, fantasy, harem, magic, romance",tv,13.0,7.36,151928,13-24
3087,cencoroll,"action, sci-fi",movie,1.0,7.36,56370,1
2383,cybersix,"action, adventure, romance, sci-fi",tv,13.0,7.36,3607,13-24
1678,cyborg009thecyborgsoldier,"action, adventure, mecha, sci-fi, shounen",tv,52.0,7.36,14867,51-100
17917,danballsenkiwars,"action, kids, mecha",tv,37.0,7.36,1880,25-50
902,dragonballzmovie09gingagirigiribucchigirinosugoiyatsu,"adventure, comedy, fantasy, sci-fi, shounen",movie,1.0,7.36,51083,1
23539,gudetama,"comedy, kids",tv,,7.36,2348,
16700,higurashinonakukoronikakuoutbreak,"horror, mystery, psychological, thriller",ova,1.0,7.36,33381,1
14765,ixionsagadt,"action, comedy, fantasy",tv,25.0,7.36,52569,25-50
16035,karnevaltv,"action, fantasy, mystery, sci-fi, shoujo",tv,13.0,7.36,108174,13-24
31780,kiminokokorowakagayaiterukai,music,music,1.0,7.35,2762,1
15379,kotourasan,"comedy, drama, romance, school",tv,12.0,7.36,123691,2-12
32871,kurokonobasketmovie3wintercupsoushuuhentobiranomukou,"comedy, shounen, sports",movie,1.0,7.38,5492,1
3577,kyourankazokunikki,"comedy, sci-fi",tv,26.0,7.36,20883,25-50
1013,lechevalierdeon,"historical, magic, mystery, seinen, supernatural",tv,24.0,7.36,33035,13-24
190,lovehinaagain,"comedy, drama, ecchi, romance, shounen",ova,3.0,7.36,61154,2-12
963,lovehinamotokonosentakukoikakennakuna,"drama, romance, slice of life",special,1.0,7.36,28222,1
1609,maiotomezwei,"action, magic",ova,4.0,7.36,14615,2-12
4056,masudakousukegekijougagmangabiyori3,comedy,tv,12.0,7.36,1615,2-12
8424,mm,"comedy, ecchi, harem, school",tv,12.0,7.36,129672,2-12
94,mobilesuitgundamseeddestiny,"action, drama, mecha, military, romance, sci-fi, space",tv,50.0,7.36,65896,25-50
13585,natsuyukirendezvous,"drama, josei, romance, supernatural",tv,11.0,7.36,40958,2-12
16143,onepiecekinkyuukikakuonepiecekanzenkouryakuhou,"adventure, comedy, fantasy, shounen",special,1.0,7.36,5914,1
31918,owarinoseraphnagoyakessenhenowaranaiseraphnagoyakessenhen,"comedy, parody, shounen",special,4.0,7.36,11400,2-12
9893,suiteprecure,"action, fantasy, magic, shoujo",tv,48.0,7.36,7314,25-50
16868,sukitteiinayodarekaga,"romance, school, shoujo",ova,1.0,7.36,27802,1
6758,tatakaushishothebookofbantorra,"action, fantasy, seinen, super power",tv,27.0,7.36,35520,25-50
415,tonarinoyamadakun,"comedy, slice of life",movie,1.0,7.36,16442,1
7,witchhunterrobin,"action, drama, magic, mystery, police, supernatural",tv,26.0,7.36,64905,25-50
976,yokohamakaidashikikouquietcountrycafe,"sci-fi, seinen, slice of life",ova,2.0,7.36,7609,2-12
7745,zettaikarenchildrenovaaitazouseiubawaretamirai,"action, comedy, shounen, supernatural",ova,1.0,7.36,4277,1
30870,ajinpart3shougeki,"action, horror, mystery, seinen, supernatural",movie,1.0,7.36,9638,1
17901,allalonewithyou,"fantasy, music",music,1.0,7.35,7612,1
9925,amagamisstachibanamiyahenimouto,school,special,1.0,7.35,31019,1
30206,amagibrilliantparknonbirishiteiruhimaganai,comedy,special,1.0,7.35,30342,1
2116,captaintsubasa,"action, shounen, sports",tv,128.0,7.35,36623,100+
1723,clannadmovie,"drama, fantasy, romance, school",movie,1.0,7.35,99506,1
61,dnangel,"action, comedy, fantasy, magic, romance, school, shoujo",tv,26.0,7.35,126914,25-50
31163,dimensionw,"action, sci-fi, seinen",tv,12.0,7.36,130028,2-12
3230,druaganotoutheaegisofuruk,"adventure, comedy, fantasy",tv,12.0,7.35,69683,2-12
2484,gearfighterdendoh,"action, adventure, mecha, school, sci-fi, space",tv,38.0,7.35,1548,25-50
19951,hunterxhuntermoviethelastmission,"action, adventure, shounen, super power",movie,1.0,7.35,37633,1
3418,junglenooujataachan,"action, comedy, parody",tv,50.0,7.35,801,25-50
2544,kazokurobinsonhyouryuukifushiginashimanoflone,"adventure, drama, historical, slice of life",tv,50.0,7.35,1794,25-50
3229,kimigaarujideshitsujigaorede,"comedy, ecchi, harem, parody, romance",tv,13.0,7.35,66236,13-24
3245,kindaichishounennojikenbospecials,"mystery, shounen",special,2.0,7.35,1194,2-12
3272,kinnikuman,"adventure, comedy, shounen, sports",tv,137.0,7.35,3623,100+
1516,kirarinrevolution,"comedy, drama, romance, shoujo",tv,153.0,7.35,14932,100+
32245,kuromukuro,"action, mecha, sci-fi",tv,26.0,7.35,46323,25-50
11777,lupiniiichinokokuineiennomermaid,"action, adventure, comedy, shounen",special,1.0,7.35,3069,1
1967,mobilesuitzetagundamanewtranslationheirtothestars,"drama, mecha, military, sci-fi, space",movie,1.0,7.35,6326,1
3467,nogizakaharukanohimitsu,"comedy, romance",tv,12.0,7.35,80820,2-12
16468,onepiecegloriousisland,"action, adventure, comedy, fantasy, shounen, super power",special,2.0,7.35,12922,2-12
2385,onepiecejangonodancecarnival,"comedy, fantasy, shounen",movie,1.0,7.35,22157,1
195,onegaiteacher,"comedy, drama, romance, school, sci-fi",tv,12.0,7.35,99558,2-12
3887,ookikufurikabuttespecial,"drama, sports",special,1.0,7.35,8478,1
30714,owarinoseraphowaranaiseraph,"comedy, police, shounen, supernatural, vampire",special,9.0,7.35,22823,2-12
13073,princeoftennisanotherstoryiianotokinobokuraovabonus,"shounen, sports",special,2.0,7.35,2978,2-12
21073,puchimaspetitpetitidolmster,"comedy, slice of life",ona,74.0,7.35,5359,51-100
25647,sabagebuspecials,"action, comedy, military, shoujo",special,6.0,7.35,9065,2-12
13055,sankareaova,"comedy, ecchi, horror, romance, shounen, supernatural",ova,2.0,7.35,51997,2-12
24029,shijousaikyounodeshikenichispecials,"action, comedy, martial arts, school, shounen",special,4.0,7.35,4258,2-12
28621,subetegafninarutheperfectinsider,"mystery, psychological, sci-fi",tv,11.0,7.35,81230,2-12
9241,superrobottaisenogtheinspector,"action, mecha, sci-fi, space",tv,26.0,7.35,5962,25-50
390,suzuka,"drama, romance, sports",tv,26.0,7.35,64161,25-50
21881,swordartonlineii,"action, adventure, fantasy, game, romance",tv,24.0,7.35,537892,13-24
16417,tamakomarket,"comedy, slice of life",tv,12.0,7.35,128529,2-12
2500,thecockpit,"historical, military",ova,3.0,7.35,5053,2-12
30901,utawarerumonoitsuwarinokamen,"action, drama, fantasy",tv,25.0,7.35,55851,25-50
13677,aonoexorcistmoviespecial,"comedy, parody",special,1.0,7.34,20543,1
9120,beelzebubhirottaakachanwadaimaou,"action, comedy, demons, school, shounen, supernatural",special,1.0,7.34,21212,1
8915,dantaliannoshoka,"action, historical, mystery, supernatural",tv,12.0,7.34,84779,2-12
2803,densetsunoyuushadagarn,"mecha, sci-fi, shounen",tv,46.0,7.34,1897,25-50
6988,doraemonmovie30nobitanoningyodaikaisen,"adventure, comedy, fantasy, kids, shounen",movie,1.0,7.34,1191,1
11053,doraemonmovie32nobitatokisekinoshimaanimaladventure,"adventure, comedy, fantasy, kids, shounen",movie,1.0,7.34,849,1
376,elfenliedspecial,"drama, ecchi, horror, psychological, supernatural",special,1.0,7.34,116129,1
1126,figure17tsubasahikaru,"sci-fi, slice of life",tv,13.0,7.34,6860,13-24
1524,fuujinmonogatari,"drama, fantasy, school, slice of life, supernatural",tv,13.0,7.34,8717,13-24
21635,gjbu,"comedy, school, slice of life",special,1.0,7.34,18894,1
5658,greatmazinger,"action, mecha, sci-fi, shounen",tv,56.0,7.34,1917,51-100
27945,gugurekokkurisanspecials,"comedy, romance, shounen, supernatural",special,11.0,7.34,5870,2-12
958,heatguyj,"action, adventure, mecha, police, sci-fi",tv,25.0,7.34,10727,25-50
4550,hyakko,"comedy, school, slice of life",tv,13.0,7.34,33112,13-24
25159,inoubattlewanichijoukeinonakade,"comedy, romance, school, slice of life, supernatural",tv,12.0,7.34,144370,2-12
3223,kiddygradetruthdawn,"action, mecha, sci-fi, super power",movie,1.0,7.34,3174,1
634,koikaze,"drama, psychological, romance, seinen",tv,13.0,7.34,41250,13-24
33074,lupiniii2015specials,"action, adventure, comedy, shounen",special,2.0,7.34,1353,2-12
1437,lupiniiihonoonokiokutokyocrisis,"action, adventure, comedy, mystery, shounen",special,1.0,7.34,3138,1
28013,macrossδ,"action, mecha, military, music, romance, sci-fi, space",tv,26.0,7.34,30308,25-50
18391,minivan,"comedy, game, parody, slice of life",tv,37.0,7.34,836,25-50
2736,mojakou,"comedy, fantasy, sci-fi",tv,74.0,7.34,1218,51-100
11033,natsuiroegaode12jump,music,music,1.0,7.34,6939,1
19653,neppuukairikubushiroad,"action, fantasy, mecha, sci-fi",special,1.0,7.34,19967,1
9999,onepiece3dmugiwarachase,"action, adventure, comedy, fantasy, shounen",movie,1.0,7.34,23772,1
8171,onepiecerecap,"action, adventure, comedy, fantasy, shounen, super power",ova,1.0,7.34,10147,1
2386,onepieceyumenosoccerou,"comedy, fantasy, shounen, sports",movie,1.0,7.34,23915,1
107,oudoroboujing,"adventure, comedy, fantasy, sci-fi, shounen",tv,13.0,7.34,21920,13-24
2847,pokemondiamondpearldialgavspalkiavsdarkrai,"action, adventure, comedy, drama, fantasy, kids",movie,1.0,7.34,38238,1
2361,seijuushibismarck,"action, mecha, sci-fi, space",tv,51.0,7.34,2764,51-100
28495,sidonianokishimovie,"action, mecha, sci-fi, seinen, space",movie,1.0,7.34,5472,1
173,tactics,"comedy, drama, fantasy, mystery, shounen, super power",tv,25.0,7.34,27358,25-50
1303,theanimatrix,"action, drama, sci-fi",ova,9.0,7.34,42831,2-12
3455,toloveru,"comedy, ecchi, harem, romance, school, sci-fi",tv,26.0,7.34,237563,25-50
4896,uminekononakukoroni,"horror, mystery, psychological, supernatural",tv,26.0,7.34,126865,25-50
883,yuuyuuhakushomeikaishitouhenhonoonokizuna,"action, comedy",movie,1.0,7.34,13775,1
1901,11niniru,"action, adventure, drama, mystery, romance, sci-fi, shoujo, space",movie,1.0,7.33,4311,1
32323,aishenqiaokeliing,"comedy, harem, romance, school",ona,15.0,7.33,11936,13-24
12669,amagamissplusspecials,romance,special,6.0,7.33,17764,2-12
31754,aoharuxkikanjuukemonotachinosenjoudana,"action, comedy, shounen",special,1.0,7.33,13993,1
1205,arutabibitononikki,"adventure, fantasy",ona,6.0,7.33,15565,2-12
10681,bloodcthelastdark,"action, horror, supernatural, vampire",movie,1.0,7.33,37925,1
24469,buddycomplexkanketsuhenanosoranikaerumiraide,"action, mecha, sci-fi",special,2.0,7.33,14158,2-12
24429,daze,music,music,1.0,7.33,2919,1
9379,denpaonnatoseishunotoko,"comedy, sci-fi, seinen, slice of life",tv,12.0,7.33,149497,2-12
2667,doraemonmovie04nobitanokaiteikiganjou,fantasy,movie,1.0,7.33,1168,1
2666,doraemonmovie10nobitanonippontanjou,"adventure, comedy, fantasy, kids, shounen",movie,1.0,7.33,1176,1
2655,doraemonmovie23nobitatorobotkingdom,"adventure, comedy, fantasy, kids, shounen",movie,1.0,7.33,2139,1
893,dragonballmovie4saikyouenomichi,"action, adventure, comedy, fantasy, sci-fi, shounen, super power",movie,1.0,7.33,26104,1
1299,flag,"mecha, military",ona,13.0,7.33,10531,13-24
29325,ghostintheshellarisealternativearchitecture,"mecha, police, psychological, sci-fi",tv,10.0,7.33,21805,2-12
24231,hitsuginochaikaavengingbattle,"action, adventure, comedy, fantasy, romance, shounen",tv,10.0,7.33,91049,2-12
15785,inazumaelevengovsdanballsenkiwmovie,"action, kids, mecha, sports",movie,1.0,7.34,3239,1
469,karin,"comedy, romance, school, shounen, vampire",tv,24.0,7.33,106142,13-24
3222,kiddygrademaelstrom,"action, mecha, sci-fi, super power",movie,1.0,7.33,3189,1
11313,kiminoirumachitasogarekousaten,"drama, romance, school, shounen",ova,2.0,7.33,25799,2-12
5042,kissxsis,"comedy, ecchi, harem, romance, school, seinen",ova,12.0,7.33,125614,2-12
837,kyouno5no2,"comedy, ecchi, school, seinen",ova,4.0,7.33,22431,2-12
1422,lupiniii1moneywars,"action, adventure, comedy, shounen",special,1.0,7.33,2950,1
5084,maimaishinkotosennennomahou,"adventure, drama",movie,1.0,7.33,6491,1
7261,mameshiba,comedy,special,24.0,7.33,3085,13-24
5351,mobilesuitgundam00tenshitachinokiseki,"action, mecha, sci-fi",special,1.0,7.33,4680,1
2948,mottoojamajodoremikaeruishinohimitsu,"kids, magic, shoujo",movie,1.0,7.33,2108,1
4879,mouryounohako,"mystery, seinen, supernatural, thriller",tv,13.0,7.33,36075,13-24
1168,musekininkanchoutylorova,"adventure, comedy, drama, military, sci-fi, space",ova,10.0,7.33,5006,2-12
20877,musicstart,music,music,1.0,7.33,5729,1
460,onepiecemovie2nejimakijimanodaibouken,"action, adventure, comedy, fantasy, shounen, super power",movie,1.0,7.33,37792,1
11019,pokemon3dadventuremewwosagase,"adventure, comedy, fantasy, kids",movie,1.0,7.33,5765,1
1846,princessninekisaragijoshikouyakyuubu,"drama, romance, sports",tv,26.0,7.33,5758,25-50
22865,rokujoumanoshinryakushatv,"comedy, harem, romance, school, supernatural",tv,12.0,7.33,76880,2-12
21561,ryuugajounanananomaizoukintv,"comedy, supernatural",tv,11.0,7.33,101326,2-12
5014,sangoshoudensetsuaoiuminoelfie,"adventure, sci-fi",movie,1.0,7.33,524,1
3067,sarabauchuusenkanyamatoainosenshitachi,"action, drama, military, sci-fi, space",movie,1.0,7.33,1678,1
3956,shakugannoshanaiisecondspecials,"comedy, parody",special,3.0,7.33,34305,2-12
100,shinshirayukihimedensetsuprétear,"comedy, drama, fantasy, magic, romance, shoujo, super power",tv,13.0,7.33,37394,13-24
5504,shinkyokusoukaipolyphonicacrimsons,"drama, fantasy, music, romance, school",tv,12.0,7.33,16720,2-12
12191,smileprecure,"action, fantasy, magic, shoujo",tv,48.0,7.33,10568,25-50
1652,uchuusenkanyamatoiii,"action, adventure, drama, military, sci-fi, space",tv,25.0,7.33,2568,25-50
180,vandread,"action, ecchi, mecha, sci-fi, shounen, space",tv,13.0,7.33,53360,13-24
3269,hackgutrilogy,"action, fantasy, game, sci-fi",movie,1.0,7.32,22537,1
11375,hackthemoviesekainomukouni,"action, adventure, fantasy, game, magic, mystery, sci-fi",movie,1.0,7.32,11617,1
13939,accelworldex,"action, game, romance, school, sci-fi",ova,2.0,7.32,61198,2-12
10447,aquarionevol,"action, comedy, drama, fantasy, mecha, romance, sci-fi",tv,26.0,7.32,62753,25-50
2920,ashitanojoemovie,"action, drama, sports",movie,1.0,7.32,1540,1
15711,bakumanderaman,"comedy, school, shounen",special,2.0,7.32,7962,2-12
15687,chuunibyoudemokoigashitailite,"comedy, school",ona,6.0,7.32,60139,2-12
1683,digicharatnyo,"comedy, fantasy, sci-fi",tv,104.0,7.32,3782,100+
11783,dogdays,"action, adventure, fantasy, magic",tv,13.0,7.32,55277,13-24
2671,doraemonmovie03nobitanodaimakyou,adventure,movie,1.0,7.32,1156,1
2030,elcazadordelabruja,"adventure, drama, mystery",tv,26.0,7.32,31874,25-50
2624,flandersnoinubokunopatrasche,"drama, historical",tv,26.0,7.32,811,25-50
1886,fushigiboshinofutagohimegyu,"comedy, magic, shoujo",tv,52.0,7.32,2387,51-100
